Species_original,Species_standardised,Reference,Trait,Temperature,Trait_value,Trait_unit,Latitude,Longitude
Chattonella verruculosa,Pseudochattonella verruculosa,Yamaguchi et al. (1997),growth rate,20,1.28E-05,s^-1,34.35,132.458
Chattonella verruculosa,Pseudochattonella verruculosa,Yamaguchi et al. (1997),growth rate,25,1.39E-06,s^-1,34.35,132.458
Chattonella verruculosa,Pseudochattonella verruculosa,Yamaguchi et al. (1997),growth rate,30,0,s^-1,34.35,132.458
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,2,0.000003209,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,5,4.89E-06,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,8,6.18E-06,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,11,8.42E-06,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,14,1.16E-05,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,17,1.35E-05,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,17,0.000012114,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,20,0.000012435,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,25,1.08E-05,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,30,0,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,2,1.68E-06,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,5,3.05E-06,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,8,0.000004974,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,11,6.50E-06,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,14,6.02E-06,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,17,6.34E-06,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,17,6.18E-06,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,20,5.78E-06,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,25,4.73E-06,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,30,0,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,2,1.60E-06,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,5,2.33E-06,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,8,3.53E-06,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,11,4.01E-06,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,14,5.29E-06,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,17,5.78E-06,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,17,5.38E-06,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,20,4.49E-06,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,25,2.97E-06,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,30,0,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,8,0,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,11,4.81E-07,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,14,1.04E-06,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,17,1.85E-06,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,20,2.33E-06,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,25,2.25E-06,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,30,0,s^-1,54.57,-3
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,2,4.81E-07,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,5,1.20E-06,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,8,1.93E-06,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,11,3.29E-06,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,14,4.41E-06,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,17,0.000002487,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,17,4.25E-06,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,20,3.61E-06,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,20,4.17E-06,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,25,4.25E-06,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,30,0,s^-1,51.75,-1.36
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,2,6.42E-07,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,5,1.36E-06,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,8,1.93E-06,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,11,3.37E-06,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,14,4.65E-06,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,17,5.05E-06,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,17,0.000005696,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,20,6.50E-06,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,25,6.98E-06,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,30,7.62E-06,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,2,0,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,8,2.33E-06,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,11,3.69E-06,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,14,5.62E-06,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,17,6.10E-06,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,17,8.58E-06,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,20,7.62E-06,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,25,7.30E-06,s^-1,54.57,-3
Cyclotella cryptica,Cyclotella cryptica,Montagnes & Franklin (2001),growth rate,10,5.19E-06,s^-1,NA,NA
Cyclotella cryptica,Cyclotella cryptica,Montagnes & Franklin (2001),growth rate,13,6.63E-06,s^-1,NA,NA
Cyclotella cryptica,Cyclotella cryptica,Montagnes & Franklin (2001),growth rate,16.5,7.36E-06,s^-1,NA,NA
Cyclotella cryptica,Cyclotella cryptica,Montagnes & Franklin (2001),growth rate,20,7.82E-06,s^-1,NA,NA
Cyclotella cryptica,Cyclotella cryptica,Montagnes & Franklin (2001),growth rate,25,8.97E-06,s^-1,NA,NA
Ditylum brightwellii,Ditylum brightwellii,Montagnes & Franklin (2001),growth rate,9,4.73E-06,s^-1,NA,NA
Ditylum brightwellii,Ditylum brightwellii,Montagnes & Franklin (2001),growth rate,12,7.23E-06,s^-1,NA,NA
Ditylum brightwellii,Ditylum brightwellii,Montagnes & Franklin (2001),growth rate,13,5.88E-06,s^-1,NA,NA
Ditylum brightwellii,Ditylum brightwellii,Montagnes & Franklin (2001),growth rate,16.5,8.06E-06,s^-1,NA,NA
Ditylum brightwellii,Ditylum brightwellii,Montagnes & Franklin (2001),growth rate,20,8.39E-06,s^-1,NA,NA
Ditylum brightwellii,Ditylum brightwellii,Montagnes & Franklin (2001),growth rate,25,7.82E-06,s^-1,NA,NA
Phaeodactylum tricornutum,Phaeodactylum tricornutum,Montagnes & Franklin (2001),growth rate,8,4.90E-06,s^-1,NA,NA
Phaeodactylum tricornutum,Phaeodactylum tricornutum,Montagnes & Franklin (2001),growth rate,9,6.23E-06,s^-1,NA,NA
Phaeodactylum tricornutum,Phaeodactylum tricornutum,Montagnes & Franklin (2001),growth rate,13,8.40E-06,s^-1,NA,NA
Phaeodactylum tricornutum,Phaeodactylum tricornutum,Montagnes & Franklin (2001),growth rate,16,1.07E-05,s^-1,NA,NA
Phaeodactylum tricornutum,Phaeodactylum tricornutum,Montagnes & Franklin (2001),growth rate,20,1.15E-05,s^-1,NA,NA
Phaeodactylum tricornutum,Phaeodactylum tricornutum,Montagnes & Franklin (2001),growth rate,25,8.56E-06,s^-1,NA,NA
Thalassiosira eccentrica,Thalassiosira eccentrica,Montagnes & Franklin (2001),growth rate,10,0.000004294,s^-1,NA,NA
Thalassiosira eccentrica,Thalassiosira eccentrica,Montagnes & Franklin (2001),growth rate,13,3.82E-06,s^-1,NA,NA
Thalassiosira eccentrica,Thalassiosira eccentrica,Montagnes & Franklin (2001),growth rate,16.5,6.48E-06,s^-1,NA,NA
Thalassiosira eccentrica,Thalassiosira eccentrica,Montagnes & Franklin (2001),growth rate,20,5.15E-06,s^-1,NA,NA
Thalassiosira eccentrica,Thalassiosira eccentrica,Montagnes & Franklin (2001),growth rate,25,6.53E-06,s^-1,NA,NA
Conticribra weissflogii,Thalassiosira weissflogii,Montagnes & Franklin (2001),growth rate,9,0.000001875,s^-1,NA,NA
Conticribra weissflogii,Thalassiosira weissflogii,Montagnes & Franklin (2001),growth rate,12,0.000006794,s^-1,NA,NA
Conticribra weissflogii,Thalassiosira weissflogii,Montagnes & Franklin (2001),growth rate,16,6.34E-06,s^-1,NA,NA
Conticribra weissflogii,Thalassiosira weissflogii,Montagnes & Franklin (2001),growth rate,20,5.98E-06,s^-1,NA,NA
Conticribra weissflogii,Thalassiosira weissflogii,Montagnes & Franklin (2001),growth rate,25,4.48E-06,s^-1,NA,NA
Coscinodiscus sp.,Coscinodiscus,Montagnes & Franklin (2001),growth rate,10,1.57E-06,s^-1,NA,NA
Coscinodiscus sp.,Coscinodiscus,Montagnes & Franklin (2001),growth rate,13,3.31E-06,s^-1,NA,NA
Coscinodiscus sp.,Coscinodiscus,Montagnes & Franklin (2001),growth rate,17,3.87E-06,s^-1,NA,NA
Coscinodiscus sp.,Coscinodiscus,Montagnes & Franklin (2001),growth rate,20,2.09E-06,s^-1,NA,NA
Coscinodiscus sp.,Coscinodiscus,Montagnes & Franklin (2001),growth rate,25,2.40E-06,s^-1,NA,NA
Skeletonema costatum,Skeletonema costatum,Montagnes & Franklin (2001),growth rate,9,5.19E-06,s^-1,NA,NA
Skeletonema costatum,Skeletonema costatum,Montagnes & Franklin (2001),growth rate,13,8.17E-06,s^-1,NA,NA
Skeletonema costatum,Skeletonema costatum,Montagnes & Franklin (2001),growth rate,16,8.11E-06,s^-1,NA,NA
Skeletonema costatum,Skeletonema costatum,Montagnes & Franklin (2001),growth rate,20,1.02E-05,s^-1,NA,NA
Skeletonema costatum,Skeletonema costatum,Montagnes & Franklin (2001),growth rate,25,9.27E-06,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,13,4.69E-06,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,16.5,7.59E-06,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,20,8.11E-06,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,25,7.99E-06,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,17,9.68E-06,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,20,1.53E-05,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,25,2.11E-05,s^-1,NA,NA
Isochrysis galbana,Isochrysis galbana,Montagnes & Franklin (2001),growth rate,13,7.22E-06,s^-1,NA,NA
Isochrysis galbana,Isochrysis galbana,Montagnes & Franklin (2001),growth rate,16,7.85E-06,s^-1,NA,NA
Isochrysis galbana,Isochrysis galbana,Montagnes & Franklin (2001),growth rate,20,0.000008044,s^-1,NA,NA
Isochrysis galbana,Isochrysis galbana,Montagnes & Franklin (2001),growth rate,25,8.32E-06,s^-1,NA,NA
Rhodomonas salina,Rhodomonas salina,Montagnes & Franklin (2001),growth rate,8,5.47E-06,s^-1,NA,NA
Rhodomonas salina,Rhodomonas salina,Montagnes & Franklin (2001),growth rate,13,8.62E-06,s^-1,NA,NA
Rhodomonas salina,Rhodomonas salina,Montagnes & Franklin (2001),growth rate,16,1.04E-05,s^-1,NA,NA
Rhodomonas salina,Rhodomonas salina,Montagnes & Franklin (2001),growth rate,20,1.02E-05,s^-1,NA,NA
Rhodomonas salina,Rhodomonas salina,Montagnes & Franklin (2001),growth rate,25,7.44E-06,s^-1,NA,NA
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,0,3.45E-06,s^-1,41.57,-71.34
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,5,7.62E-06,s^-1,41.57,-71.34
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,10,1.28E-05,s^-1,41.57,-71.34
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,15,1.78E-05,s^-1,41.57,-71.34
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,20,2.19E-05,s^-1,41.57,-71.34
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,25,2.30E-05,s^-1,41.57,-71.34
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,28,2.22E-05,s^-1,41.57,-71.34
Skeletonema costatum clone SK6C,Skeletonema costatum,Yoder (1979),growth rate,0,3.77E-06,s^-1,41.57,-71.34
Skeletonema costatum clone SK6C,Skeletonema costatum,Yoder (1979),growth rate,5,7.54E-06,s^-1,41.57,-71.34
Skeletonema costatum clone SK6C,Skeletonema costatum,Yoder (1979),growth rate,10,1.32E-05,s^-1,41.57,-71.34
Skeletonema costatum clone SK6C,Skeletonema costatum,Yoder (1979),growth rate,16,2.05E-05,s^-1,41.57,-71.34
Skeletonema costatum clone SK6C,Skeletonema costatum,Yoder (1979),growth rate,22,2.47E-05,s^-1,41.57,-71.34
Scrippsiella trochoidea,Scrippsiella trochoidea,Karentz & Smayda (1984) from Braarud (1961),growth rate,7,NA,s^-1,59.45,10.52
Scrippsiella trochoidea,Scrippsiella trochoidea,Karentz & Smayda (1984) from Braarud (1961),growth rate,10,NA,s^-1,59.45,10.52
Scrippsiella trochoidea,Scrippsiella trochoidea,Karentz & Smayda (1984) from Braarud (1961),growth rate,15,NA,s^-1,59.45,10.52
Scrippsiella trochoidea,Scrippsiella trochoidea,Karentz & Smayda (1984) from Braarud (1961),growth rate,19,NA,s^-1,59.45,10.52
Scrippsiella trochoidea,Scrippsiella trochoidea,Karentz & Smayda (1984) from Braarud (1961),growth rate,25,NA,s^-1,59.45,10.52
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,3,1.20E-06,s^-1,NA,NA
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,5,2.11E-06,s^-1,NA,NA
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,10,3.99E-06,s^-1,NA,NA
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,14.2,6.67E-06,s^-1,NA,NA
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,16.8,7.30E-06,s^-1,NA,NA
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,19.9,1.03E-05,s^-1,NA,NA
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,25.5,1.24E-05,s^-1,NA,NA
Stephanodiscus hantzschii var. pusilla,Stephanodiscus hantzschii,Ahlgren (1987),growth rate,5,3.82E-07,s^-1,NA,NA
Stephanodiscus hantzschii var. pusilla,Stephanodiscus hantzschii,Ahlgren (1987),growth rate,11,2.08E-06,s^-1,NA,NA
Stephanodiscus hantzschii var. pusilla,Stephanodiscus hantzschii,Ahlgren (1987),growth rate,15.4,2.08E-05,s^-1,NA,NA
Microcystis aeruginosa,Microcystis aeruginosa,Imai et al. (2009a),growth rate,20,2.31E-06,s^-1,33.82,132.77
Microcystis aeruginosa,Microcystis aeruginosa,Imai et al. (2009a),growth rate,25,0.000003588,s^-1,33.82,132.77
Microcystis aeruginosa,Microcystis aeruginosa,Imai et al. (2009a),growth rate,30,5.44E-06,s^-1,33.82,132.77
Microcystis aeruginosa,Microcystis aeruginosa,Imai et al. (2009a),growth rate,35,5.21E-06,s^-1,33.82,132.77
Microcystis wesenbergii,Microcystis wesenbergii,Imai et al. (2009a),growth rate,20,1.97E-06,s^-1,33.82,132.77
Microcystis wesenbergii,Microcystis wesenbergii,Imai et al. (2009a),growth rate,25,1.85E-06,s^-1,33.82,132.77
Microcystis wesenbergii,Microcystis wesenbergii,Imai et al. (2009a),growth rate,30,2.31E-06,s^-1,33.82,132.77
Microcystis wesenbergii,Microcystis wesenbergii,Imai et al. (2009a),growth rate,35,2.78E-06,s^-1,33.82,132.77
Microcystis aeruginosa,Microcystis aeruginosa,Watanabe & Oishi (1985),growth rate,18,4.28E-06,s^-1,36.05,138.08
Microcystis aeruginosa,Microcystis aeruginosa,Watanabe & Oishi (1985),growth rate,25,5.09E-06,s^-1,36.05,138.08
Microcystis aeruginosa,Microcystis aeruginosa,Watanabe & Oishi (1985),growth rate,32,6.83E-06,s^-1,36.05,138.08
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,10,2.84E-06,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,15,3.73E-06,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,20,6.59E-06,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,25,9.75E-06,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,30,1.15E-05,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,35,1.29E-05,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,40,9.00E-06,s^-1,NA,NA
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,5,2.15E-06,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,9,0.000004838,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,10,6.55E-06,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,12.5,1.08E-05,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,15,1.16E-05,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,16,1.28E-05,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,17,1.25E-05,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,18,1.41E-05,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,19,1.43E-05,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,20,1.59E-05,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,22.5,0.000015463,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,25,1.57E-05,s^-1,42.45,-76.48
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,8,1.54E-06,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,11.5,4.00E-06,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,12.5,4.76E-06,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,13,6.68E-06,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,13.5,5.29E-06,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,17,1.03E-05,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,18,9.57E-06,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,19,1.16E-05,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,20,1.22E-05,s^-1,NA,NA
Stephanodiscus hantzschii,Stephanodiscus hantzschii,van Donk & Kilham (1990),growth rate,5,5.67E-06,s^-1,52.14,5.09
Stephanodiscus hantzschii,Stephanodiscus hantzschii,van Donk & Kilham (1990),growth rate,8,7.52E-06,s^-1,52.14,5.09
Stephanodiscus hantzschii,Stephanodiscus hantzschii,van Donk & Kilham (1990),growth rate,10,8.10E-06,s^-1,52.14,5.09
Stephanodiscus hantzschii,Stephanodiscus hantzschii,van Donk & Kilham (1990),growth rate,15,9.26E-06,s^-1,52.14,5.09
Stephanodiscus hantzschii,Stephanodiscus hantzschii,van Donk & Kilham (1990),growth rate,20,9.61E-06,s^-1,52.14,5.09
Fragilaria crotonensis,Fragilaria crotonensis,van Donk & Kilham (1990),growth rate,5,3.36E-06,s^-1,52.14,5.09
Fragilaria crotonensis,Fragilaria crotonensis,van Donk & Kilham (1990),growth rate,8,0.000003588,s^-1,52.14,5.09
Fragilaria crotonensis,Fragilaria crotonensis,van Donk & Kilham (1990),growth rate,10,5.44E-06,s^-1,52.14,5.09
Fragilaria crotonensis,Fragilaria crotonensis,van Donk & Kilham (1990),growth rate,15,6.60E-06,s^-1,52.14,5.09
Fragilaria crotonensis,Fragilaria crotonensis,van Donk & Kilham (1990),growth rate,20,7.52E-06,s^-1,52.14,5.09
Asterionella formosa,Asterionella formosa,van Donk & Kilham (1990),growth rate,5,4.86E-06,s^-1,52.14,5.09
Asterionella formosa,Asterionella formosa,van Donk & Kilham (1990),growth rate,8,7.41E-06,s^-1,52.14,5.09
Asterionella formosa,Asterionella formosa,van Donk & Kilham (1990),growth rate,10,0.000006713,s^-1,52.14,5.09
Asterionella formosa,Asterionella formosa,van Donk & Kilham (1990),growth rate,15,7.52E-06,s^-1,52.14,5.09
Asterionella formosa,Asterionella formosa,van Donk & Kilham (1990),growth rate,20,8.22E-06,s^-1,52.14,5.09
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,5,5.29E-07,s^-1,54.62,-6.41
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,8,8.74E-07,s^-1,54.62,-6.41
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,11,1.24E-06,s^-1,54.62,-6.41
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,14,1.50E-06,s^-1,54.62,-6.41
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,17,1.86E-06,s^-1,54.62,-6.41
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,20,2.36E-06,s^-1,54.62,-6.41
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,23,2.30E-06,s^-1,54.62,-6.41
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,5,3.37E-07,s^-1,NA,NA
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,8,5.86E-07,s^-1,NA,NA
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,11,1.17E-06,s^-1,NA,NA
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,14,1.72E-06,s^-1,NA,NA
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,17,0.000002118,s^-1,NA,NA
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,20,2.58E-06,s^-1,NA,NA
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,23,0.000002848,s^-1,NA,NA
Nostoc muscorum strain G,Nostoc muscorum,Kratz & Myers (1955),growth rate,25,1.39E-05,s^-1,NA,NA
Nostoc muscorum strain G,Nostoc muscorum,Kratz & Myers (1955),growth rate,30,1.93E-05,s^-1,NA,NA
Nostoc muscorum strain G,Nostoc muscorum,Kratz & Myers (1955),growth rate,32.5,2.28E-05,s^-1,NA,NA
Nostoc muscorum strain G,Nostoc muscorum,Kratz & Myers (1955),growth rate,35,1.68E-05,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Kratz & Myers (1955),growth rate,25,0.000018472,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Kratz & Myers (1955),growth rate,30,2.67E-05,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Kratz & Myers (1955),growth rate,32.5,3.09E-05,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Kratz & Myers (1955),growth rate,35,3.16E-05,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Kratz & Myers (1955),growth rate,37.5,2.04E-05,s^-1,NA,NA
Romeria leopoliensis strain 1402-1,Romeria leopoliensis,Kratz & Myers (1955),growth rate,25,2.29E-05,s^-1,30.26,-97.74
