species,temperature,irradiance,growth rate,daylength,environment,taxon,reference
Acutodesmus obliquus,20,180,0,15,freshwater,chlorophyte,9
Acutodesmus obliquus,20,220,0,15,freshwater,chlorophyte,9
Acutodesmus obliquus,20,310,0,15,freshwater,chlorophyte,9
Acutodesmus obliquus,20,430,0,15,freshwater,chlorophyte,9
Acutodesmus obliquus,20,640,0,15,freshwater,chlorophyte,9
Acutodesmus obliquus,20,720,0,15,freshwater,chlorophyte,9
Acutodesmus obliquus,25,10,0.228848362,15,freshwater,chlorophyte,9
Acutodesmus obliquus,25,40,0.201665781,15,freshwater,chlorophyte,9
Acutodesmus obliquus,25,60,0.598818082,15,freshwater,chlorophyte,9
Acutodesmus obliquus,25,80,0.975752953,15,freshwater,chlorophyte,9
Acutodesmus obliquus,25,120,1.083173458,15,freshwater,chlorophyte,9
Acutodesmus obliquus,25,180,1.143271001,15,freshwater,chlorophyte,9
Acutodesmus obliquus,25,220,1.20353805,15,freshwater,chlorophyte,9
Acutodesmus obliquus,25,310,1.243202429,15,freshwater,chlorophyte,9
Acutodesmus obliquus,25,430,1.336461487,15,freshwater,chlorophyte,9
Acutodesmus obliquus,25,640,1.085531131,15,freshwater,chlorophyte,9
Acutodesmus obliquus,25,720,0.808758832,15,freshwater,chlorophyte,9
Acutodesmus obliquus,30,10,0.824414414,15,freshwater,chlorophyte,9
Acutodesmus obliquus,30,40,1.101681682,15,freshwater,chlorophyte,9
Acutodesmus obliquus,30,60,1.507252252,15,freshwater,chlorophyte,9
Acutodesmus obliquus,30,80,1.291201201,15,freshwater,chlorophyte,9
Acutodesmus obliquus,30,120,1.798303303,15,freshwater,chlorophyte,9
Acutodesmus obliquus,30,180,1.683933934,15,freshwater,chlorophyte,9
Acutodesmus obliquus,30,220,1.765345345,15,freshwater,chlorophyte,9
Acutodesmus obliquus,30,310,1.840435435,15,freshwater,chlorophyte,9
Acutodesmus obliquus,30,430,1.713048048,15,freshwater,chlorophyte,9
Acutodesmus obliquus,30,640,1.640465465,15,freshwater,chlorophyte,9
Acutodesmus obliquus,30,720,1.67490991,15,freshwater,chlorophyte,9
Acutodesmus obliquus,35,10,0.337837838,15,freshwater,chlorophyte,9
Acutodesmus obliquus,35,40,0.75,15,freshwater,chlorophyte,9
Acutodesmus obliquus,35,60,1.141891892,15,freshwater,chlorophyte,9
Acutodesmus obliquus,35,80,1.283783784,15,freshwater,chlorophyte,9
Acutodesmus obliquus,35,120,1.439189189,15,freshwater,chlorophyte,9
Acutodesmus obliquus,35,180,1.344594595,15,freshwater,chlorophyte,9
Acutodesmus obliquus,35,220,1.216216216,15,freshwater,chlorophyte,9
Acutodesmus obliquus,35,310,1.533783784,15,freshwater,chlorophyte,9
Acutodesmus obliquus,35,430,1.182432432,15,freshwater,chlorophyte,9
Acutodesmus obliquus,35,640,1.162162162,15,freshwater,chlorophyte,9
Acutodesmus obliquus,35,720,0.891891892,15,freshwater,chlorophyte,9
Phaeodactylum tricornutum,14,7,0.170514206,14,marine,diatom,10
Phaeodactylum tricornutum,14,24,0.655024086,14,marine,diatom,10
Phaeodactylum tricornutum,14,54,0.68344312,14,marine,diatom,10
Phaeodactylum tricornutum,14,117,0.838014941,14,marine,diatom,10
Phaeodactylum tricornutum,14,208,0.996745646,14,marine,diatom,10
Phaeodactylum tricornutum,16,7,0.228045422,14,marine,diatom,10
Phaeodactylum tricornutum,16,24,0.756223574,14,marine,diatom,10
Phaeodactylum tricornutum,16,54,0.910795395,14,marine,diatom,10
Phaeodactylum tricornutum,16,117,0.968326611,14,marine,diatom,10
Phaeodactylum tricornutum,16,208,1.211621272,14,marine,diatom,10
Phaeodactylum tricornutum,19,7,0.21140989,14,marine,diatom,10
Phaeodactylum tricornutum,19,24,0.809595907,14,marine,diatom,10
Phaeodactylum tricornutum,19,54,0.984268996,14,marine,diatom,10
Phaeodactylum tricornutum,19,117,1.15547635,14,marine,diatom,10
Phaeodactylum tricornutum,19,208,1.338467206,14,marine,diatom,10
Phaeodactylum tricornutum,21,7,0.187149739,14,marine,diatom,10
Phaeodactylum tricornutum,21,24,0.866433976,14,marine,diatom,10
Phaeodactylum tricornutum,21,54,0.968326611,14,marine,diatom,10
Phaeodactylum tricornutum,21,117,1.321831673,14,marine,diatom,10
Phaeodactylum tricornutum,21,208,1.468085728,14,marine,diatom,10
Phaeodactylum tricornutum,23,7,0.182990856,14,marine,diatom,10
Phaeodactylum tricornutum,23,24,0.825538292,14,marine,diatom,10
Phaeodactylum tricornutum,23,54,1.02516468,14,marine,diatom,10
Phaeodactylum tricornutum,23,117,1.435507811,14,marine,diatom,10
Phaeodactylum tricornutum,23,208,1.508981412,14,marine,diatom,10
Phaeodactylum tricornutum,25,7,0.167048471,14,marine,diatom,10
Phaeodactylum tricornutum,25,24,0.756223574,14,marine,diatom,10
Phaeodactylum tricornutum,25,54,0.853957326,14,marine,diatom,10
Phaeodactylum tricornutum,25,117,1.23657457,14,marine,diatom,10
Phaeodactylum tricornutum,25,208,1.325990556,14,marine,diatom,10
Chaetoceros deflandrei,2,46,0.27,24,marine,diatom,11
Chaetoceros deflandrei,2,72,0.271,24,marine,diatom,11
Chaetoceros deflandrei,2,155,0.272,24,marine,diatom,11
Chaetoceros deflandrei,2,220,0.273,24,marine,diatom,11
Chaetoceros deflandrei,5,46,0.38,24,marine,diatom,11
Chaetoceros deflandrei,5,72,0.41,24,marine,diatom,11
Chaetoceros deflandrei,5,155,0.57,24,marine,diatom,11
Chaetoceros deflandrei,5,220,0.6,24,marine,diatom,11
Chaetoceros deflandrei,7,46,0.38,24,marine,diatom,11
Chaetoceros deflandrei,7,72,0.48,24,marine,diatom,11
Chaetoceros deflandrei,7,155,0.57,24,marine,diatom,11
Chaetoceros deflandrei,7,220,0.56,24,marine,diatom,11
Chaetoceros deflandrei,10,46,0.34,24,marine,diatom,11
Chaetoceros deflandrei,10,72,0.49,24,marine,diatom,11
Chaetoceros deflandrei,10,155,0.51,24,marine,diatom,11
Chaetoceros deflandrei,10,220,0.51,24,marine,diatom,11
Chaetoceros deflandrei,13,46,0.23,24,marine,diatom,11
Chaetoceros deflandrei,13,72,0.48,24,marine,diatom,11
Chaetoceros deflandrei,13,155,0.5,24,marine,diatom,11
Chaetoceros deflandrei,13,220,0.51,24,marine,diatom,11
Chaetoceros deflandrei,15,46,0.23,24,marine,diatom,11
Chaetoceros deflandrei,15,72,0.5,24,marine,diatom,11
Chaetoceros deflandrei,15,155,0.55,24,marine,diatom,11
Chaetoceros deflandrei,15,220,0.53,24,marine,diatom,11
Chaetoceros deflandrei,16,46,0,24,marine,diatom,11
Chaetoceros deflandrei,16,72,0,24,marine,diatom,11
Chaetoceros deflandrei,16,155,0,24,marine,diatom,11
Chaetoceros deflandrei,16,220,0,24,marine,diatom,11
Corethron criophilum,0.15,46,0.12,24,marine,diatom,11
Corethron criophilum,0.15,72,0.17,24,marine,diatom,11
Corethron criophilum,0.15,155,0.18,24,marine,diatom,11
Corethron criophilum,0.15,220,0.21,24,marine,diatom,11
Corethron criophilum,2,46,0.13,24,marine,diatom,11
Corethron criophilum,2,72,0.15,24,marine,diatom,11
Corethron criophilum,2,155,0.16,24,marine,diatom,11
Corethron criophilum,2,220,0.19,24,marine,diatom,11
Corethron criophilum,4,46,0.16,24,marine,diatom,11
Corethron criophilum,4,72,0.18,24,marine,diatom,11
Corethron criophilum,4,155,0.24,24,marine,diatom,11
Corethron criophilum,4,220,0.26,24,marine,diatom,11
Corethron criophilum,5,46,0,24,marine,diatom,11
Corethron criophilum,6,72,0.09,24,marine,diatom,11
Corethron criophilum,6,155,0.11,24,marine,diatom,11
Corethron criophilum,6,220,0.11,24,marine,diatom,11
Corethron criophilum,8,72,0,24,marine,diatom,11
Corethron criophilum,8,155,0,24,marine,diatom,11
Corethron criophilum,8,220,0,24,marine,diatom,11
Nitzschia cylindrus,0.1,46,0.31,24,marine,diatom,11
Nitzschia cylindrus,0.1,72,0.45,24,marine,diatom,11
Nitzschia cylindrus,0.1,155,0.54,24,marine,diatom,11
Nitzschia cylindrus,0.1,220,0.5,24,marine,diatom,11
Nitzschia cylindrus,3,46,0.32,24,marine,diatom,11
Nitzschia cylindrus,3,72,0.4,24,marine,diatom,11
Nitzschia cylindrus,3,155,0.49,24,marine,diatom,11
Nitzschia cylindrus,3,220,0.45,24,marine,diatom,11
Nitzschia cylindrus,5,46,0.35,24,marine,diatom,11
Nitzschia cylindrus,5,72,0.46,24,marine,diatom,11
Nitzschia cylindrus,5,155,0.54,24,marine,diatom,11
Nitzschia cylindrus,5,220,0.59,24,marine,diatom,11
Nitzschia cylindrus,7,46,0.18,24,marine,diatom,11
Nitzschia cylindrus,7,72,0.35,24,marine,diatom,11
Nitzschia cylindrus,7,155,0.38,24,marine,diatom,11
Nitzschia cylindrus,7,220,0.46,24,marine,diatom,11
Nitzschia cylindrus,9,46,0.19,24,marine,diatom,11
Nitzschia cylindrus,9,72,0.37,24,marine,diatom,11
Nitzschia cylindrus,9,155,0.39,24,marine,diatom,11
Nitzschia cylindrus,9,220,0.46,24,marine,diatom,11
Nitzschia cylindrus,10,46,0,24,marine,diatom,11
Nitzschia cylindrus,10,72,0,24,marine,diatom,11
Nitzschia cylindrus,10,155,0,24,marine,diatom,11
Nitzschia cylindrus,10,220,0,24,marine,diatom,11
Nitzschia kerguelensis,0.15,46,0.22,24,marine,diatom,11
Nitzschia kerguelensis,0.15,72,0.34,24,marine,diatom,11
Nitzschia kerguelensis,0.15,155,0.38,24,marine,diatom,11
Nitzschia kerguelensis,0.15,220,0.39,24,marine,diatom,11
Nitzschia kerguelensis,3,46,0.35,24,marine,diatom,11
Nitzschia kerguelensis,3,72,0.39,24,marine,diatom,11
Nitzschia kerguelensis,3,155,0.4,24,marine,diatom,11
Nitzschia kerguelensis,3,220,0.44,24,marine,diatom,11
Nitzschia kerguelensis,4,46,0.38,24,marine,diatom,11
Nitzschia kerguelensis,4,72,0.42,24,marine,diatom,11
Nitzschia kerguelensis,4,155,0.49,24,marine,diatom,11
Nitzschia kerguelensis,4,220,0.54,24,marine,diatom,11
Nitzschia kerguelensis,7,46,0.22,24,marine,diatom,11
Nitzschia kerguelensis,7,72,0.32,24,marine,diatom,11
Nitzschia kerguelensis,7,155,0.25,24,marine,diatom,11
Nitzschia kerguelensis,7,220,0.22,24,marine,diatom,11
Nitzschia kerguelensis,8,46,0,24,marine,diatom,11
Nitzschia kerguelensis,8,72,0,24,marine,diatom,11
Nitzschia kerguelensis,8,155,0,24,marine,diatom,11
Nitzschia kerguelensis,8,220,0,24,marine,diatom,11
Nitzschia turgiduloides,1,46,0.21,24,marine,diatom,11
Nitzschia turgiduloides,1,72,0.23,24,marine,diatom,11
Nitzschia turgiduloides,1,155,0.34,24,marine,diatom,11
Nitzschia turgiduloides,1,220,0.3,24,marine,diatom,11
Nitzschia turgiduloides,3,46,0.28,24,marine,diatom,11
Nitzschia turgiduloides,3,72,0.42,24,marine,diatom,11
Nitzschia turgiduloides,3,155,0.5,24,marine,diatom,11
Nitzschia turgiduloides,3,220,0.49,24,marine,diatom,11
Nitzschia turgiduloides,5,46,0.32,24,marine,diatom,11
Nitzschia turgiduloides,5,72,0.41,24,marine,diatom,11
Nitzschia turgiduloides,5,155,0.46,24,marine,diatom,11
Nitzschia turgiduloides,5,220,0.46,24,marine,diatom,11
Nitzschia turgiduloides,7,46,0.22,24,marine,diatom,11
Nitzschia turgiduloides,7,72,0.3,24,marine,diatom,11
Nitzschia turgiduloides,7,155,0.34,24,marine,diatom,11
Nitzschia turgiduloides,7,220,0.34,24,marine,diatom,11
Nitzschia turgiduloides,8,46,0.18,24,marine,diatom,11
Nitzschia turgiduloides,8,72,0.27,24,marine,diatom,11
Nitzschia turgiduloides,8,155,0.23,24,marine,diatom,11
Nitzschia turgiduloides,8,220,0.24,24,marine,diatom,11
Nitzschia turgiduloides,9,46,0,24,marine,diatom,11
Nitzschia turgiduloides,9,72,0,24,marine,diatom,11
Nitzschia turgiduloides,9,155,0,24,marine,diatom,11
Nitzschia turgiduloides,9,220,0,24,marine,diatom,11
Stellarima microtrias,1,46,0.31,24,marine,diatom,11
Stellarima microtrias,1,72,0.43,24,marine,diatom,11
Stellarima microtrias,1,155,0.51,24,marine,diatom,11
Stellarima microtrias,1,220,0.56,24,marine,diatom,11
Stellarima microtrias,4,46,0.37,24,marine,diatom,11
Stellarima microtrias,4,72,0.43,24,marine,diatom,11
Stellarima microtrias,4,155,0.54,24,marine,diatom,11
Stellarima microtrias,4,220,0.59,24,marine,diatom,11
Stellarima microtrias,7,46,0.28,24,marine,diatom,11
Stellarima microtrias,7,72,0.3,24,marine,diatom,11
Stellarima microtrias,7,155,0.32,24,marine,diatom,11
Stellarima microtrias,7,220,0.33,24,marine,diatom,11
Stellarima microtrias,10,46,0,24,marine,diatom,11
Stellarima microtrias,10,72,0,24,marine,diatom,11
Stellarima microtrias,10,155,0,24,marine,diatom,11
Stellarima microtrias,10,220,0,24,marine,diatom,11
Synedra sp.,1,46,0.21,24,marine,diatom,11
Synedra sp.,1,72,0.28,24,marine,diatom,11
Synedra sp.,1,155,0.35,24,marine,diatom,11
Synedra sp.,1,220,0.3,24,marine,diatom,11
Synedra sp.,5,46,0.27,24,marine,diatom,11
Synedra sp.,5,72,0.36,24,marine,diatom,11
Synedra sp.,5,155,0.37,24,marine,diatom,11
Synedra sp.,5,220,0.39,24,marine,diatom,11
Synedra sp.,7,46,0.26,24,marine,diatom,11
Synedra sp.,7,72,0.27,24,marine,diatom,11
Synedra sp.,7,155,0.29,24,marine,diatom,11
Synedra sp.,7,220,0.3,24,marine,diatom,11
Synedra sp.,8,46,0,24,marine,diatom,11
Synedra sp.,8,72,0,24,marine,diatom,11
Synedra sp.,8,155,0,24,marine,diatom,11
Synedra sp.,8,220,0,24,marine,diatom,11
Fragilaria crotonensis,5,24,0.093566856,14,freshwater,diatom,12
Fragilaria crotonensis,5,40,0.119533856,14,freshwater,diatom,12
Fragilaria crotonensis,5,110,0.178556938,14,freshwater,diatom,12
Fragilaria crotonensis,5,156,0.153638085,14,freshwater,diatom,12
Fragilaria crotonensis,5,185,0.186254621,14,freshwater,diatom,12
Fragilaria crotonensis,5,201,0.159746641,14,freshwater,diatom,12
Fragilaria crotonensis,11,24,0.153514111,14,freshwater,diatom,12
Fragilaria crotonensis,11,40,0.27370165,14,freshwater,diatom,12
Fragilaria crotonensis,11,110,0.364879181,14,freshwater,diatom,12
Fragilaria crotonensis,11,164,0.363628167,14,freshwater,diatom,12
Fragilaria crotonensis,11,190,0.353360833,14,freshwater,diatom,12
Fragilaria crotonensis,11,201,0.355682535,14,freshwater,diatom,12
Fragilaria crotonensis,17,24,0.264876927,14,freshwater,diatom,12
Fragilaria crotonensis,17,110,0.458006492,14,freshwater,diatom,12
Fragilaria crotonensis,17,156,0.509095212,14,freshwater,diatom,12
Fragilaria crotonensis,17,185,0.52991164,14,freshwater,diatom,12
Fragilaria crotonensis,17,190,0.508610585,14,freshwater,diatom,12
Fragilaria crotonensis,17,201,0.518427103,14,freshwater,diatom,12
Fragilaria crotonensis,23,24,0.302351005,14,freshwater,diatom,12
Fragilaria crotonensis,23,110,0.505094221,14,freshwater,diatom,12
Fragilaria crotonensis,23,156,0.518731404,14,freshwater,diatom,12
Fragilaria crotonensis,23,185,0.522428095,14,freshwater,diatom,12
Fragilaria crotonensis,23,190,0.536437201,14,freshwater,diatom,12
Fragilaria crotonensis,23,201,0.536617528,14,freshwater,diatom,12
Synura sphagnicola,5,11,0.0202,12,freshwater,chrysophyte,13
Synura sphagnicola,5,16,0.0373,12,freshwater,chrysophyte,13
Synura sphagnicola,5,20,0.0498,12,freshwater,chrysophyte,13
Synura sphagnicola,5,26.5,0.0638,12,freshwater,chrysophyte,13
Synura sphagnicola,5,33,0.0715,12,freshwater,chrysophyte,13
Synura sphagnicola,5,49,0.1057,12,freshwater,chrysophyte,13
Synura sphagnicola,5,74,0.1353,12,freshwater,chrysophyte,13
Synura sphagnicola,5,111,0.1586,12,freshwater,chrysophyte,13
Synura sphagnicola,7.5,11,0.0342,12,freshwater,chrysophyte,13
Synura sphagnicola,7.5,16,0.0591,12,freshwater,chrysophyte,13
Synura sphagnicola,7.5,20,0.0778,12,freshwater,chrysophyte,13
Synura sphagnicola,7.5,26.5,0.1166,12,freshwater,chrysophyte,13
Synura sphagnicola,7.5,33,0.1384,12,freshwater,chrysophyte,13
Synura sphagnicola,7.5,49,0.1882,12,freshwater,chrysophyte,13
Synura sphagnicola,7.5,74,0.2379,12,freshwater,chrysophyte,13
Synura sphagnicola,7.5,111,0.2986,12,freshwater,chrysophyte,13
Synura sphagnicola,10,11,0.0855,12,freshwater,chrysophyte,13
Synura sphagnicola,10,16,0.1353,12,freshwater,chrysophyte,13
Synura sphagnicola,10,20,0.1602,12,freshwater,chrysophyte,13
Synura sphagnicola,10,33,0.2348,12,freshwater,chrysophyte,13
Synura sphagnicola,10,49,0.3141,12,freshwater,chrysophyte,13
Synura sphagnicola,10,74,0.437,12,freshwater,chrysophyte,13
Synura sphagnicola,10,111,0.4929,12,freshwater,chrysophyte,13
Synura sphagnicola,12.5,11,0.042,12,freshwater,chrysophyte,13
Synura sphagnicola,12.5,16,0.1166,12,freshwater,chrysophyte,13
Synura sphagnicola,12.5,33,0.3157,12,freshwater,chrysophyte,13
Synura sphagnicola,12.5,26.5,0.2022,12,freshwater,chrysophyte,13
Synura sphagnicola,12.5,49,0.4727,12,freshwater,chrysophyte,13
Synura sphagnicola,12.5,74,0.5552,12,freshwater,chrysophyte,13
Synura sphagnicola,12.5,111,0.636,12,freshwater,chrysophyte,13
Synura sphagnicola,15,11,0.0109,12,freshwater,chrysophyte,13
Synura sphagnicola,15,16,0.1104,12,freshwater,chrysophyte,13
Synura sphagnicola,15,26.5,0.2115,12,freshwater,chrysophyte,13
Synura sphagnicola,15,20,0.1477,12,freshwater,chrysophyte,13
Synura sphagnicola,15,33,0.3359,12,freshwater,chrysophyte,13
Synura sphagnicola,15,49,0.4852,12,freshwater,chrysophyte,13
Synura sphagnicola,15,74,0.6127,12,freshwater,chrysophyte,13
Synura sphagnicola,15,111,0.6764,12,freshwater,chrysophyte,13
Synura sphagnicola,17.5,16,0.0529,12,freshwater,chrysophyte,13
Synura sphagnicola,17.5,20,0.0902,12,freshwater,chrysophyte,13
Synura sphagnicola,17.5,26.5,0.1648,12,freshwater,chrysophyte,13
Synura sphagnicola,17.5,33,0.2535,12,freshwater,chrysophyte,13
Synura sphagnicola,17.5,49,0.4183,12,freshwater,chrysophyte,13
Synura sphagnicola,17.5,74,0.6034,12,freshwater,chrysophyte,13
Synura sphagnicola,17.5,111,0.6656,12,freshwater,chrysophyte,13
Synura sphagnicola,20,26.5,0.0793,12,freshwater,chrysophyte,13
Synura sphagnicola,20,33,0.2162,12,freshwater,chrysophyte,13
Synura sphagnicola,20,49,0.4137,12,freshwater,chrysophyte,13
Synura sphagnicola,20,74,0.4743,12,freshwater,chrysophyte,13
Synura sphagnicola,20,111,0.5754,12,freshwater,chrysophyte,13
Synura sphagnicola,20,20,0.00156,12,freshwater,chrysophyte,13
Isochrysis galbana,10,11,0.5096,12,marine,haptophyte,14
Isochrysis galbana,10,24,0.6659,12,marine,haptophyte,14
Isochrysis galbana,10,67,0.6248,12,marine,haptophyte,14
Isochrysis galbana,10,168,0.6204,12,marine,haptophyte,14
Isochrysis galbana,15,11,0.5619,12,marine,haptophyte,14
Isochrysis galbana,15,24,0.7348,12,marine,haptophyte,14
Isochrysis galbana,15,67,0.6213,12,marine,haptophyte,14
Isochrysis galbana,15,168,0.7711,12,marine,haptophyte,14
Isochrysis galbana,20,11,0.5951,12,marine,haptophyte,14
Isochrysis galbana,20,24,0.9886,12,marine,haptophyte,14
Isochrysis galbana,20,67,1.0879,12,marine,haptophyte,14
Isochrysis galbana,20,168,1.3014,12,marine,haptophyte,14
Isochrysis galbana,25,11,1.5772,12,marine,haptophyte,14
Isochrysis galbana,25,24,2.3734,12,marine,haptophyte,14
Isochrysis galbana,25,67,2.3704,12,marine,haptophyte,14
Isochrysis galbana,25,168,2.3603,12,marine,haptophyte,14
Rhodomonas salina,10,11,0.6247,12,marine,cryptophyte,14
Rhodomonas salina,10,24,0.5453,12,marine,cryptophyte,14
Rhodomonas salina,10,67,0.7172,12,marine,cryptophyte,14
Rhodomonas salina,10,168,0.7142,12,marine,cryptophyte,14
Rhodomonas salina,15,11,0.6114,12,marine,cryptophyte,14
Rhodomonas salina,15,24,0.7495,12,marine,cryptophyte,14
Rhodomonas salina,15,67,0.7529,12,marine,cryptophyte,14
Rhodomonas salina,15,168,0.8354,12,marine,cryptophyte,14
Rhodomonas salina,20,11,0.5276,12,marine,cryptophyte,14
Rhodomonas salina,20,24,0.9299,12,marine,cryptophyte,14
Rhodomonas salina,20,67,0.6883,12,marine,cryptophyte,14
Rhodomonas salina,20,168,1.1822,12,marine,cryptophyte,14
Rhodomonas salina,25,11,0.983,12,marine,cryptophyte,14
Rhodomonas salina,25,24,1.3807,12,marine,cryptophyte,14
Rhodomonas salina,25,67,1.5885,12,marine,cryptophyte,14
Rhodomonas salina,25,168,1.4888,12,marine,cryptophyte,14
Dactyliosolen fragilissimus,7,29.2,0,NA,marine,diatom,15
Dactyliosolen fragilissimus,7,87.6,0,NA,marine,diatom,15
Dactyliosolen fragilissimus,7,175.2,0,NA,marine,diatom,15
Dactyliosolen fragilissimus,7,262.8,0,NA,marine,diatom,15
Dactyliosolen fragilissimus,9,29.2,0.429751252,NA,marine,diatom,15
Dactyliosolen fragilissimus,9,87.6,0.485203026,NA,marine,diatom,15
Dactyliosolen fragilissimus,9,175.2,0.450545667,NA,marine,diatom,15
Dactyliosolen fragilissimus,9,262.8,0.436682724,NA,marine,diatom,15
Dactyliosolen fragilissimus,12,29.2,0.72780454,NA,marine,diatom,15
Dactyliosolen fragilissimus,12,87.6,0.831776617,NA,marine,diatom,15
Dactyliosolen fragilissimus,12,175.2,0.700078652,NA,marine,diatom,15
Dactyliosolen fragilissimus,12,262.8,0.644626878,NA,marine,diatom,15
Dactyliosolen fragilissimus,18,29.2,0.810982201,NA,marine,diatom,15
Dactyliosolen fragilissimus,18,87.6,0.84563956,NA,marine,diatom,15
Dactyliosolen fragilissimus,18,175.2,0.817913673,NA,marine,diatom,15
Dactyliosolen fragilissimus,18,262.8,0.810982201,NA,marine,diatom,15
Dactyliosolen fragilissimus,25,29.2,0.831776617,NA,marine,diatom,15
Dactyliosolen fragilissimus,25,87.6,0.838708088,NA,marine,diatom,15
Dactyliosolen fragilissimus,25,175.2,0.810982201,NA,marine,diatom,15
Dactyliosolen fragilissimus,25,262.8,0.804050729,NA,marine,diatom,15
Dactyliosolen fragilissimus,30,175.2,0.630763934,NA,marine,diatom,15
Rhizosolenia fragilissima,9,29.2,0.42842,24,marine,diatom,15
Rhizosolenia fragilissima,9,87.6,0.4837,24,marine,diatom,15
Rhizosolenia fragilissima,9,175.2,0.44915,24,marine,diatom,15
Rhizosolenia fragilissima,9,262.8,0.43533,24,marine,diatom,15
Rhizosolenia fragilissima,12,29.2,0.72555,24,marine,diatom,15
Rhizosolenia fragilissima,12,87.6,0.8292,24,marine,diatom,15
Rhizosolenia fragilissima,12,175.2,0.69791,24,marine,diatom,15
Rhizosolenia fragilissima,12,262.8,0.64263,24,marine,diatom,15
Rhizosolenia fragilissima,18,29.2,0.80847,24,marine,diatom,15
Rhizosolenia fragilissima,18,87.6,0.84302,24,marine,diatom,15
Rhizosolenia fragilissima,18,175.2,0.81538,24,marine,diatom,15
Rhizosolenia fragilissima,18,262.8,0.80847,24,marine,diatom,15
Rhizosolenia fragilissima,25,29.2,0.8292,24,marine,diatom,15
Rhizosolenia fragilissima,25,87.6,0.83611,24,marine,diatom,15
Rhizosolenia fragilissima,25,175.2,0.80847,24,marine,diatom,15
Rhizosolenia fragilissima,25,262.8,0.80156,24,marine,diatom,15
Fragilaria barbararum,0,2,0.31,24,marine,diatom,30
Fragilaria barbararum,0,5,0.32,24,marine,diatom,30
Fragilaria barbararum,0,10,0.33,24,marine,diatom,30
Fragilaria barbararum,0,15,0.33,24,marine,diatom,30
Fragilaria barbararum,0,20,0.32,24,marine,diatom,30
Fragilaria barbararum,5,2,0.39,24,marine,diatom,30
Fragilaria barbararum,5,5,0.42,24,marine,diatom,30
Fragilaria barbararum,5,10,0.52,24,marine,diatom,30
Fragilaria barbararum,5,15,0.56,24,marine,diatom,30
Fragilaria barbararum,5,20,0.56,24,marine,diatom,30
Fragilaria barbararum,10,2,0.53,24,marine,diatom,30
Fragilaria barbararum,10,5,0.67,24,marine,diatom,30
Fragilaria barbararum,10,10,0.78,24,marine,diatom,30
Fragilaria barbararum,10,15,0.86,24,marine,diatom,30
Fragilaria barbararum,10,20,0.91,24,marine,diatom,30
Fragilaria barbararum,15,2,0.5,24,marine,diatom,30
Fragilaria barbararum,15,5,0.66,24,marine,diatom,30
Fragilaria barbararum,15,10,0.84,24,marine,diatom,30
Fragilaria barbararum,15,15,0.94,24,marine,diatom,30
Fragilaria barbararum,15,20,0.98,24,marine,diatom,30
Fragilaria cf. striatula,0,2,0.33,24,marine,diatom,30
Fragilaria cf. striatula,0,5,0.34,24,marine,diatom,30
Fragilaria cf. striatula,0,10,0.34,24,marine,diatom,30
Fragilaria cf. striatula,0,15,0.34,24,marine,diatom,30
Fragilaria cf. striatula,0,20,0.34,24,marine,diatom,30
Fragilaria cf. striatula,5,2,0.47,24,marine,diatom,30
Fragilaria cf. striatula,5,5,0.51,24,marine,diatom,30
Fragilaria cf. striatula,5,10,0.58,24,marine,diatom,30
Fragilaria cf. striatula,5,15,0.63,24,marine,diatom,30
Fragilaria cf. striatula,5,20,0.58,24,marine,diatom,30
Fragilaria cf. striatula,10,2,0.68,24,marine,diatom,30
Fragilaria cf. striatula,10,5,0.93,24,marine,diatom,30
Fragilaria cf. striatula,10,10,1.12,24,marine,diatom,30
Fragilaria cf. striatula,10,15,1.16,24,marine,diatom,30
Fragilaria cf. striatula,10,20,1.21,24,marine,diatom,30
Fragilaria cf. striatula,15,2,0.69,24,marine,diatom,30
Fragilaria cf. striatula,15,5,0.88,24,marine,diatom,30
Fragilaria cf. striatula,15,10,1.18,24,marine,diatom,30
Fragilaria cf. striatula,15,15,1.18,24,marine,diatom,30
Fragilaria cf. striatula,15,20,1.26,24,marine,diatom,30
Eucampia zodiacus,8,5,0.130872483,10,marine,diatom,16
Eucampia zodiacus,8,10,0.22147651,10,marine,diatom,16
Eucampia zodiacus,8,20,0.291946309,10,marine,diatom,16
Eucampia zodiacus,8,30,0.604026846,10,marine,diatom,16
Eucampia zodiacus,8,50,0.855704698,10,marine,diatom,16
Eucampia zodiacus,8,70,0.61409396,10,marine,diatom,16
Eucampia zodiacus,8,90,0.926174497,10,marine,diatom,16
Eucampia zodiacus,8,120,0.83557047,10,marine,diatom,16
Eucampia zodiacus,8,150,0.734899329,10,marine,diatom,16
Eucampia zodiacus,8,200,0.976510067,10,marine,diatom,16
Eucampia zodiacus,8,250,0.906040268,10,marine,diatom,16
Eucampia zodiacus,8,300,0.855704698,10,marine,diatom,16
Eucampia zodiacus,8,350,0.926174497,10,marine,diatom,16
Eucampia zodiacus,9,5,0.091119384,10,marine,diatom,16
Eucampia zodiacus,9,10,0.192341625,10,marine,diatom,16
Eucampia zodiacus,9,20,0.252878077,10,marine,diatom,16
Eucampia zodiacus,9,30,0.485744104,10,marine,diatom,16
Eucampia zodiacus,9,50,0.95144388,10,marine,diatom,16
Eucampia zodiacus,9,70,0.819186822,10,marine,diatom,16
Eucampia zodiacus,9,90,0.77814598,10,marine,diatom,16
Eucampia zodiacus,9,120,0.706425374,10,marine,diatom,16
